"","prac.code","bp","bp1","chd","depression","pad_IMD","pad","stroke.IMD","stroke","bp_notdiag","bp.qof","chd.qof","depression.qof"
"2020","E81069",24.83,0.25,7.75,15.96,1.03,1.1,3.82,4,13.23,0.18,4.41,8.38
"2021","E81072",19.26,0.19,6.66,15.63,0.92,0.97,3.44,3.47,11.71,0.14,2.72,7.3
"2022","E81073",18.54,0.19,7.61,12.42,0.95,0.93,3.47,3.53,11.23,0.11,2.14,4.17
"2023","E81074",21.54,0.22,7.11,15.21,0.94,1.01,3.71,3.8,12.03,0.14,3.19,12.67
"2024","E81075",18.35,0.18,6.36,14.28,0.84,0.85,3.21,3.26,11.27,0.11,2.13,6.74
"2025","E81076",20,0.2,8.91,12.59,1.1,1.05,4.01,4.07,11.17,0.15,3.03,4.2
"2026","E81077",19.88,0.2,6.82,15.23,0.9,0.95,3.47,3.56,11.8,0.13,3.17,8.48
"2027","E81611",20.88,0.21,7.15,14.15,0.92,0.93,3.41,3.53,12.11,0.14,2.82,6.93
"2028","E81612",19.25,0.19,8.18,11.55,1.01,0.95,3.42,3.58,10.84,0.11,2.44,4.95
"2029","E81615",15.24,0.15,7.46,13.62,0.94,0.92,3.3,3.4,10.08,0.09,1.47,8.02
"2030","E81617",21.99,0.22,7.56,14.18,0.97,0.98,3.64,3.73,12.33,0.16,2.89,2.81
"2031","E81618",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"2032","E81626",15.04,0.15,6.64,13.95,0.85,0.84,2.97,3.12,10.09,0.09,1.53,5.52
"2033","E81631",15.19,0.15,9.58,10.26,1.1,1,4.04,4.09,9.49,0.11,1.26,3.64
"2034","E81632",22.59,0.23,7.83,12.67,0.99,0.98,3.65,3.74,12.25,0.17,3.12,9.41
"2035","E81633",17.69,0.18,8.28,11.82,1,0.95,3.7,3.8,10.58,0.12,2.28,8.27
"2036","E81635",20.92,0.21,7.4,15.24,0.95,0.99,3.84,3.89,12.12,0.16,3,8.9
"2037","E81636",17.56,0.18,6.31,16.82,0.87,0.92,3.09,3.26,11.2,0.13,3.43,10.42
"2038","E82001",20.24,0.2,6.72,15.15,0.89,0.95,3.62,3.67,11.64,0.15,2.55,5.9
"2039","E82002",18.58,0.19,NA,10.22,0.97,0.95,NA,NA,11.99,0.16,NA,5.85
"2040","E82004",15.64,0.16,NA,13.16,0.9,0.92,NA,NA,10.59,0.13,NA,2.55
"2041","E82005",20.16,0.2,7.02,15.17,0.94,0.96,3.73,3.69,12.14,0.14,2.9,9.5
"2042","E82006",22.84,0.23,7.66,15.18,1.02,1.06,4.1,4.04,13.19,0.12,3.26,2.1
"2043","E82007",19.7,0.2,6.52,15.27,0.88,0.94,3.36,3.43,11.8,0.13,2.53,6.67
"2044","E82008",22.21,0.22,7.69,14.88,1.01,1.04,3.96,3.97,12.53,0.16,4.22,3.72
"2045","E82009",20.24,0.2,7.15,14.81,0.96,0.99,3.68,3.67,12.03,0.13,2.6,5
"2046","E82011",21.08,0.21,6.47,15.02,0.87,0.92,3.41,3.47,12.33,0.13,2.85,8.04
"2047","E82012",19.13,0.19,7.03,14.25,0.94,0.95,3.53,3.52,11.73,0.11,2.83,5.79
"2048","E82013",18.13,0.18,7.58,12.49,0.95,0.93,3.53,3.62,11.01,0.11,2.2,7.76
"2049","E82014",17.54,0.18,NA,13.92,0.84,0.87,NA,NA,10.99,0.1,NA,7.89
"2050","E82015",19.83,0.2,7.35,12.84,0.9,0.9,3.44,3.58,11.55,0.12,2.37,7.34
"2051","E82017",18.27,0.18,7.19,13.88,0.92,0.93,3.47,3.6,11.16,0.11,1.83,5.47
"2052","E82018",18.63,0.19,NA,10.25,0.95,0.93,NA,NA,11.99,0.15,NA,7.41
"2053","E82019",21.75,0.22,6.73,14.47,0.88,0.93,3.64,3.68,12.2,0.15,3.43,7.35
"2054","E82020",20.45,0.2,7.25,15.32,0.97,0.99,3.63,3.61,12.21,0.14,2.83,7.29
"2055","E82021",21.12,0.21,6.61,14.89,0.87,0.93,3.43,3.53,12.26,0.14,3.39,6.92
"2056","E82022",19.69,0.2,7.05,15.42,0.95,0.98,3.62,3.62,11.86,0.11,2.59,8.2
"2057","E82023",16.81,0.17,6.93,10.64,0.9,0.88,3.6,3.49,11.37,0.12,2.67,6.93
"2058","E82024",19.21,0.19,6.91,15.23,0.93,0.99,3.52,3.62,11.7,0.14,2.86,7.05
"2059","E82025",18.9,0.19,6.94,13.25,0.9,0.9,3.24,3.34,11.28,0.12,2.15,12.77
"2060","E82027",21.18,0.21,7.27,13.69,0.92,0.96,3.78,3.86,11.96,0.14,3.1,6.97
"2061","E82028",21.26,0.21,6.55,15.03,0.88,0.94,3.47,3.53,12.01,0.13,2.37,8.49
"2062","E82031",16.36,0.16,6.41,13.77,0.81,0.84,3.29,3.36,10.66,0.1,1.79,6.93
"2063","E82032",20.1,0.2,6.96,15.14,0.96,0.98,3.53,3.51,11.97,0.12,2.38,5.94
"2064","E82034",20.54,0.21,7.58,13.29,0.97,0.98,3.65,3.75,11.8,0.16,2.9,5.22
"2065","E82035",21.55,0.22,6.99,15.25,0.96,1,3.68,3.69,12.45,0.16,3.57,7.72
"2066","E82037",20.28,0.2,6.62,13.98,0.85,0.89,3.62,3.65,11.79,0.11,2.46,7.16
"2067","E82038",20.72,0.21,6.74,14.81,0.9,0.96,3.51,3.58,12,0.13,3.04,9.16
"2068","E82039",17.43,0.17,6.92,14.79,0.94,0.95,3.64,3.55,11.35,0.11,2.46,10.59
"2069","E82040",19.26,0.19,6.45,14.5,0.86,0.88,3.45,3.46,11.68,0.13,3.48,7.36
"2070","E82041",19.52,0.2,6.9,14.85,0.91,0.94,3.77,3.74,11.6,0.12,2.55,9.06
"2071","E82042",21.55,0.22,7.86,15.41,1.04,1.06,3.69,3.79,12.07,0.15,2.85,6.42
"2072","E82043",21.58,0.22,7.18,13.52,0.93,0.95,3.66,3.67,12.27,0.13,3.93,5.45
"2073","E82044",20.27,0.2,6.67,14.26,0.87,0.9,3.52,3.53,11.78,0.13,2.3,5.63
"2074","E82045",16.38,0.16,7.5,12.41,0.95,0.93,3.43,3.55,10.63,0.1,2.17,4.49
"2075","E82046",21.47,0.21,7.13,14.67,1,1.02,3.7,3.59,12.4,0.15,3.1,8.35
"2076","E82048",20.19,0.2,7.09,13.95,0.95,0.95,3.57,3.53,12.21,0.14,3.31,9.91
"2077","E82049",22.02,0.22,7.6,13.93,1.01,1.06,3.72,3.81,11.89,0.18,3.98,6.7
"2078","E82050",20.05,0.2,6.67,15.93,0.93,0.96,3.24,3.32,11.89,0.18,2.3,8.57
"2079","E82051",21.36,0.21,6.97,15.48,0.95,0.98,3.44,3.54,12.27,0.14,2.8,9.06
"2080","E82053",20.28,0.2,6.78,14.39,0.88,0.91,3.55,3.57,11.91,0.12,2.48,6.8
"2081","E82054",17.04,0.17,6.65,13.3,0.86,0.86,3.22,3.26,10.85,0.09,1.72,5.45
"2082","E82055",21.23,0.21,NA,13.95,0.89,0.93,NA,NA,11.88,0.14,NA,6.55
"2083","E82056",21.39,0.21,7.04,15.42,0.99,1,3.76,3.62,12.75,0.14,3.2,7.1
"2084","E82057",17.64,0.18,6.73,14.81,0.9,0.95,3.47,3.54,11.21,0.11,2.28,4.92
"2085","E82058",10.71,0.11,7.04,10.26,0.88,0.87,3.66,3.63,7.95,0.08,1.84,6.33
"2086","E82059",19.71,0.2,NA,13.55,0.89,0.93,NA,NA,11.6,0.13,NA,7.45
"2087","E82060",16.82,0.17,6.19,13.83,0.81,0.84,3.15,3.22,10.69,0.09,1.82,1.74
"2088","E82061",20.89,0.21,7.31,15.73,0.98,1.02,3.93,3.87,12.47,0.14,2.99,7.95
"2089","E82062",20.68,0.21,6.7,14.35,0.89,0.91,3.64,3.59,12.12,0.14,3.36,8.72
"2090","E82063",19.68,0.2,7.56,15.59,1.02,1.05,3.86,3.86,11.99,0.12,2.43,6.56
"2091","E82064",20.96,0.21,6.91,14.07,0.9,0.94,3.5,3.58,11.62,0.12,2.99,8.53
"2092","E82066",19.8,0.2,7.34,14.72,0.97,1.01,3.75,3.79,11.76,0.12,2.58,5.36
"2093","E82067",18.6,0.19,6.48,14.61,0.84,0.89,3.38,3.47,11.2,0.11,2.39,6.22
"2094","E82068",20.96,0.21,7.01,14.04,0.91,0.94,3.54,3.57,11.94,0.13,2.55,5.2
"2095","E82069",16.34,0.16,7.27,12.93,0.9,0.9,3.46,3.56,10.49,0.11,2.16,7.09
"2096","E82070",17.17,0.17,6.49,15.04,0.89,0.92,3.09,3.22,11.03,0.11,2.02,9.25
"2097","E82071",18.99,0.19,6.29,14.2,0.81,0.85,3.41,3.45,11.46,0.12,2.33,8.67
"2098","E82072",20.03,0.2,6.67,15.15,0.88,0.94,3.55,3.59,11.97,0.13,2.48,5.68
"2099","E82073",19.31,0.19,6.99,13.76,0.9,0.93,3.54,3.59,11.44,0.11,2.39,4.79
"2100","E82074",18.07,0.18,6.52,14.54,0.86,0.91,3.38,3.47,10.99,0.13,2.68,7.13
"2101","E82075",19.82,0.2,7.03,14.15,0.91,0.94,3.68,3.69,11.69,0.13,3.29,7.69
"2102","E82076",21.9,0.22,6.72,14.83,0.89,0.94,3.59,3.64,12.22,0.14,2.26,6.88
"2103","E82077",19.27,0.19,6.46,13.86,0.81,0.86,3.52,3.58,11.46,0.11,2.18,3.38
"2104","E82078",19.62,0.2,6.57,14.32,0.86,0.9,3.4,3.49,11.54,0.15,3.12,14.58
"2105","E82079",19.69,0.2,7.53,15.99,1.02,1.05,3.83,3.86,11.96,0.13,3,10.23
"2106","E82080",19.75,0.2,6.92,14.24,0.91,0.94,3.62,3.62,11.77,0.13,3.07,7.51
"2107","E82081",21.87,0.22,7.19,14.29,0.93,0.98,3.76,3.83,12.4,0.14,3.33,5.65
"2108","E82082",21.68,0.22,7.22,15.06,0.95,0.98,3.76,3.74,12.32,0.16,3.34,5.21
"2109","E82083",21.53,0.22,7.26,14.05,0.96,0.99,3.66,3.67,12.07,0.14,3.36,7.73
"2110","E82084",18.54,0.19,NA,13.77,0.85,0.89,NA,NA,11.25,0.13,NA,7.63
"2111","E82085",19.67,0.2,6.83,13.78,0.88,0.91,3.6,3.61,11.78,0.12,2.78,7.7
"2112","E82086",19.44,0.19,7.18,15.36,0.96,0.99,3.67,3.7,11.9,0.12,2.74,9.89
"2113","E82088",21.19,0.21,7.54,15.4,1.03,1.07,4.07,3.99,12.63,0.14,2.89,8.79
"2114","E82089",20.03,0.2,7.31,14.95,0.98,0.99,3.94,3.83,12.19,0.12,3.12,10.32
"2115","E82090",22.73,0.23,7.44,14.87,0.99,1.03,3.97,3.94,12.82,0.14,3.37,3.43
"2116","E82091",21.07,0.21,6.91,15.24,0.97,1,3.63,3.56,12.29,0.14,3.25,9.61
"2117","E82092",19.7,0.2,6.78,15.06,0.92,0.98,3.52,3.54,11.88,0.14,3.58,0.76
"2118","E82093",20.47,0.2,7.11,15.53,0.99,1.01,3.59,3.6,12.23,0.15,3.43,7.69
"2119","E82094",20.72,0.21,6.7,15.06,0.88,0.93,3.6,3.65,11.94,0.11,2.26,7.21
"2120","E82095",20.93,0.21,6.74,15.06,0.91,0.95,3.67,3.58,12.18,0.13,2.59,5.08
"2121","E82096",19.64,0.2,7.04,14.07,0.92,0.94,3.5,3.58,11.52,0.15,2.79,5.08
"2122","E82098",21.27,0.21,6.96,13.83,0.89,0.92,3.69,3.73,12.15,0.14,3.35,5.71
"2123","E82099",20.24,0.2,6.56,15.02,0.89,0.93,3.55,3.52,12.09,0.14,2.92,9.26
"2124","E82100",20.81,0.21,6.74,15.11,0.89,0.94,3.61,3.62,12.14,0.15,2.6,5.45
"2125","E82102",20.21,0.2,6.9,15.02,0.92,0.98,3.59,3.63,12.03,0.12,2.9,10.73
"2126","E82104",22.41,0.22,7.14,14.47,0.93,0.96,3.66,3.67,12.33,0.14,3.04,6.56
"2127","E82105",18.34,0.18,6.57,14.26,0.88,0.9,3.33,3.34,11.3,0.14,2.64,5.69
"2128","E82106",20.91,0.21,6.99,14.13,0.93,0.97,3.47,3.56,11.54,0.14,2.57,7.3
"2129","E82107",18.49,0.18,7.11,13.37,0.91,0.93,3.53,3.57,11.43,0.12,2.15,3.42
"2130","E82109",18.59,0.19,6.53,15.1,0.89,0.94,3.36,3.42,11.5,0.11,2.2,8.19
"2131","E82111",19.41,0.19,6.62,15.58,0.91,0.93,3.46,3.41,11.98,0.15,3.19,5.17
"2132","E82113",19.61,0.2,7.14,13.53,0.9,0.93,3.56,3.62,11.78,0.13,2.54,3.11
"2133","E82115",21.07,0.21,7.14,15.42,0.98,1.01,3.66,3.66,12.38,0.13,2.63,10.93
"2134","E82117",17.74,0.18,6.88,14.28,0.93,0.94,3.45,3.43,11.29,0.1,2.51,9.12
"2135","E82121",19.79,0.2,6.5,15.15,0.86,0.91,3.44,3.5,11.74,0.17,3.08,9.9
"2136","E82123",22.98,0.23,7.9,15.36,1.04,1.09,3.85,3.99,12.68,0.17,3.71,5.24
"2137","E82124",20.57,0.21,7.27,14.08,0.96,0.99,3.63,3.66,11.74,0.14,3.01,7.38
"2138","E82126",21.05,0.21,6.42,15.05,0.85,0.9,3.45,3.47,12.48,0.14,2.76,3.33
"2139","E82129",20.44,0.2,6.8,14.7,0.91,0.96,3.5,3.57,11.73,0.12,2.22,1.75
"2140","E82130",21.25,0.21,6.8,15.14,0.91,0.97,3.64,3.67,12.34,0.14,3.18,5.04
"2141","E82131",21.75,0.22,6.89,14.73,0.91,0.96,3.74,3.77,12.32,0.16,2.76,3.6
"2142","E82132",19.53,0.2,6.67,15.34,0.89,0.94,3.62,3.63,11.86,0.15,3.01,9.26
"2143","E82133",22.82,0.23,7.95,15.21,1.05,1.08,4.05,4.08,13.11,0.19,3.64,8.73
"2144","E82603",18.45,0.18,8.23,11.68,1,0.97,3.74,3.87,11.23,0.1,2.34,0.32
"2145","E82613",17.23,0.17,8.23,12.33,1.05,1.03,3.68,3.81,10.45,0.1,3.54,1.88
"2146","E82620",7.51,0.08,NA,13.14,NA,NA,NA,NA,6.88,0.01,NA,2.41
"2147","E82624",15.09,0.15,6.39,15.13,0.87,0.89,3.46,3.38,10.49,0.11,1.8,7.5
"2148","E82626",20.64,0.21,6.91,15.3,0.94,0.99,3.67,3.68,12.62,0.16,2.94,4.64
"2149","E82627",18.47,0.18,6.28,15.45,0.84,0.89,3.34,3.37,11.58,0.12,1.83,5.83
"2150","E82630",16.93,0.17,7.32,12,0.91,0.88,3.28,3.4,10.84,0.1,2.09,1.4
"2151","E82638",18.67,0.19,7.56,15.6,1,1.02,3.6,3.69,11.31,0.13,2.46,2.25
"2152","E82640",18.96,0.19,7.04,15.92,0.96,0.98,3.49,3.58,11.44,0.13,2.44,18.69
"2153","E82641",16.31,0.16,6.03,15.01,0.81,0.84,3.22,3.21,10.86,0.09,1.63,4.71
"2154","E82643",21.2,0.21,7.15,14.51,0.93,0.98,3.73,3.8,12.02,0.15,2.44,8.22
"2155","E82644",15.73,0.16,6.56,15.29,0.9,0.93,3.11,3.27,10.38,0.08,1.46,9.6
"2156","E82652",20.87,0.21,7.07,14.93,0.95,1,3.68,3.69,12.18,0.15,2.69,7.88
"2157","E82653",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA
"2158","E82654",16.58,0.17,6.43,14.85,0.85,0.9,3.33,3.4,10.51,0.12,2.18,7.53
"2159","E82655",19.18,0.19,6.94,15.75,0.95,0.98,3.48,3.48,11.5,0.12,2.74,6.75
"2160","E82656",17.01,0.17,7.34,11.97,0.9,0.87,3.32,3.44,10.91,0.09,1.27,0.5
"2161","E82657",21.74,0.22,7.76,13.72,0.98,1.02,3.92,4,11.95,0.16,4.31,6.01
"2162","E82658",14.94,0.15,7.31,12.72,0.91,0.89,3.26,3.4,9.9,0.08,1.76,10.2
"2163","E82661",18.87,0.19,7.11,15.53,0.95,0.97,3.68,3.66,11.43,0.12,2.68,4.12
"2164","E82663",21.48,0.21,6.77,15.6,0.91,0.95,3.63,3.63,12.69,0.16,3.05,5.88
"2165","E83003",20.51,0.21,7.03,12.24,0.92,0.9,3.46,3.4,12.04,0.13,2.94,6.42
"2166","E83005",15.64,0.16,7.55,11.62,0.94,0.92,3.57,3.61,10.44,0.09,2.21,4.8
"2167","E83006",17.81,0.18,7.68,11.08,0.97,0.94,3.34,3.46,10.95,0.11,2.52,7.92
"2168","E83007",18.9,0.19,7.59,12.41,0.93,0.92,3.49,3.63,11.25,0.14,2.89,5.87
"2169","E83008",19.18,0.19,7.14,12.33,0.91,0.94,3.49,3.58,11.21,0.12,2.9,8.2
"2170","E83009",18.43,0.18,7.34,12.11,0.94,0.95,3.6,3.64,11.27,0.1,2.61,3.03
"2171","E83010",19.51,0.2,7.08,11.75,0.92,0.89,3.34,3.32,11.56,0.12,3.12,8.68
"2172","E83011",17.94,0.18,7.75,10.18,0.96,0.9,3.32,3.35,10.5,0.13,2,8.93
"2173","E83012",20.74,0.21,7.12,13.46,0.92,0.93,3.54,3.57,11.97,0.11,2.44,2.23
"2174","E83013",19.02,0.19,7.52,11.33,0.93,0.91,3.49,3.55,11.42,0.09,2.45,3.17
"2175","E83016",19.12,0.19,7.52,11.3,0.94,0.91,3.59,3.61,11.48,0.11,2.66,5.43
"2176","E83017",20.64,0.21,6.7,13.49,0.87,0.88,3.35,3.4,11.98,0.14,2.89,8.09
"2177","E83018",19.81,0.2,7.54,11.02,0.94,0.9,3.25,3.36,11.17,0.14,2.46,3.3
"2178","E83020",17.18,0.17,7.68,10.38,0.98,0.95,3.49,3.51,11.05,0.12,2.56,6
"2179","E83021",20.27,0.2,7.68,11.57,0.96,0.93,3.67,3.64,11.82,0.13,3.17,4.5
"2180","E83024",20.83,0.21,7.24,11.98,0.91,0.91,3.59,3.58,11.93,0.13,2.94,6.91
"2181","E83025",18.46,0.18,7.57,11.07,0.94,0.91,3.47,3.51,11.26,0.11,2.46,5.7
"2182","E83026",21.07,0.21,7.27,11.29,0.92,0.9,3.46,3.49,12.04,0.13,3.5,4.38
"2183","E83027",17.43,0.17,7.47,11.15,0.94,0.92,3.68,3.66,11.38,0.12,3.07,4.8
"2184","E83028",18.05,0.18,7.57,10.68,0.96,0.92,3.09,3.28,10.58,0.13,2.05,8.29
"2185","E83030",22.43,0.22,7.94,10.6,1,0.96,3.64,3.65,12.26,0.15,3.81,4.82
"2186","E83031",20.1,0.2,7.32,12.88,0.93,0.93,3.59,3.66,12,0.11,2.74,5.81
"2187","E83032",16.75,0.17,7.69,10.02,0.93,0.87,3.28,3.38,10.31,0.1,1.88,3.96
"2188","E83034",18.83,0.19,7.13,12.46,0.9,0.9,3.24,3.42,11.41,0.1,2.21,6.49
"2189","E83035",18.87,0.19,7.92,11.12,1,0.97,3.61,3.68,11.18,0.14,2.89,4.93
"2190","E83036",17.59,0.18,7.28,13.65,0.93,0.93,3.67,3.67,10.98,0.12,2.07,4.62
"2191","E83037",20.19,0.2,7.32,11.83,0.94,0.92,3.54,3.52,11.82,0.14,2.99,7.97
"2192","E83038",20.52,0.21,8.6,10.28,1.05,1,3.61,3.81,11.64,0.17,3.68,6.13
"2193","E83039",10.91,0.11,7.15,10.51,0.89,0.86,3.51,3.43,8.42,0.05,1.57,3.8
"2194","E83041",17.73,0.18,8.15,8.68,0.96,0.87,3.48,3.53,11.13,0.12,1.9,3.65
"2195","E83042",21.21,0.21,7.5,13.09,0.95,0.95,3.65,3.72,12.19,0.13,3.39,10.73
"2196","E83044",20.07,0.2,6.89,13.12,0.9,0.91,3.48,3.47,11.99,0.09,2.88,3.39
"2197","E83045",18.63,0.19,7.58,12.31,0.98,0.95,3.62,3.59,11.37,0.11,3.04,5.16
"2198","E83046",19.55,0.2,7.83,11.09,0.99,0.95,3.42,3.54,11.34,0.16,3.23,7.13
"2199","E83049",17.29,0.17,7.29,11.39,0.94,0.9,3.51,3.47,11.06,0.13,2.21,7.8
"2200","E83050",17.48,0.17,6.77,12.55,0.85,0.86,3.28,3.39,10.93,0.08,1.46,4.32
"2201","E83053",20.65,0.21,7.88,10.69,0.98,0.94,3.59,3.6,11.74,0.13,3.5,5.96
"2202","E83600",15.56,0.16,6.81,11.07,0.88,0.87,3.29,3.32,10.51,0.08,2.32,7.32
"2203","E83613",20.86,0.21,7.28,12.78,0.93,0.93,3.54,3.63,12.27,0.14,2.9,5.77
"2204","E83621",21.34,0.21,7.75,12.4,0.97,0.96,3.65,3.7,12.22,0.15,2.2,6.68
"2205","E83622",18.06,0.18,7.43,11.82,0.94,0.95,3.6,3.66,11.19,0.12,2.83,0.27
"2206","E83624",21.69,0.22,7.94,12.61,0.99,0.99,3.94,3.94,12.74,0.17,2.38,4.74
"2207","E83629",19.77,0.2,6.84,13.42,0.92,0.94,3.3,3.37,11.6,0.14,1.99,8.81
"2208","E83631",16.61,0.17,7.1,12.65,0.88,0.88,3.46,3.56,10.71,0.1,2.08,5.95
"2209","E83632",20.51,0.21,7.2,12.97,0.94,0.94,3.47,3.55,12.22,0.13,2.45,8.14
"2210","E83633",17.84,0.18,7.71,10.38,0.98,0.92,3.55,3.53,11.53,0.16,3.34,9.18
"2211","E83637",15.38,0.15,8.09,8.82,0.95,0.89,3.3,3.52,10.17,0.09,1.81,4.77
"2212","E83638",20.44,0.2,7.16,11.19,0.88,0.86,3.43,3.47,11.87,0.12,2.73,3.08
"2213","E83639",17.35,0.17,7.36,11.73,0.95,0.93,3.39,3.47,11.07,0.16,3.17,5.44
"2214","E83640",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA
"2215","E83644",21.03,0.21,7.89,11.25,0.98,0.94,3.64,3.69,12.29,0.2,4.02,7.07
"2216","E83645",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA
"2217","E83649",16.34,0.16,7.15,11.47,0.9,0.88,3.4,3.43,10.89,0.08,2.07,4.77
"2218","E83650",24.52,0.25,7.75,12.46,0.97,0.97,3.9,3.89,13.32,0.21,3.27,0.91
"2219","E83651",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
"2220","E83652",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"2221","E83653",17.54,0.18,7.79,10.69,0.98,0.96,3.51,3.59,11.04,0.11,2.46,5.76
"2222","E83654",19.58,0.2,8.22,10.51,1.01,0.97,3.45,3.68,11.67,0.14,2.39,3.64
"2223","E83656",18.36,0.18,7.56,10.83,0.95,0.93,3.54,3.59,11.32,0.13,3.34,3.7
"2224","E83657",18.43,0.18,7.1,10.92,0.92,0.9,3.26,3.31,11.41,0.19,2.2,3.39
"2225","E83658",17.13,0.17,7.61,10.41,0.92,0.86,3.2,3.37,10.51,0.09,1.57,2.8
"2226","E83664",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA
"2227","E83668",17.27,0.17,7.31,10.41,0.9,0.85,3.23,3.31,10.84,0.09,1.47,2.13
"2228","E84002",20.92,0.21,8.18,8.53,0.97,0.89,3.31,3.43,11.4,0.12,2.33,7.5
"2229","E84003",20.04,0.2,8.96,7.87,1.08,0.97,3.28,3.57,10.8,0.15,3.4,3.61
"2230","E84004",21.53,0.22,8.28,9.63,1.01,0.95,3.41,3.57,11.62,0.12,2.26,2.87
"2231","E84005",21.69,0.22,8.87,10.8,1.11,1.07,3.9,3.99,11.95,0.13,3.13,3.89
"2232","E84006",20.52,0.21,8.21,9.35,0.98,0.91,3.41,3.6,11.24,0.14,2.23,5.15
"2233","E84007",24.12,0.24,9.33,7.89,1.11,1,3.85,3.89,12.59,0.16,4.1,3.43
"2234","E84008",21.93,0.22,8.85,8.61,1.1,1.03,3.48,3.63,11.94,0.16,3.11,8.76
"2235","E84009",22.18,0.22,8.51,9.53,1.05,0.98,3.6,3.66,12.01,0.14,2.95,3.47
"2236","E84011",20.39,0.2,8.27,9.81,0.97,0.92,3.44,3.71,11.72,0.16,2.42,5.85
"2237","E84012",16.84,0.17,6.99,11.82,0.86,0.85,2.99,3.26,10.66,0.1,1.67,8.94
"2238","E84013",20.63,0.21,8.53,8.98,1,0.92,3.65,3.68,10.87,0.11,1.63,4.94
"2239","E84014",22.21,0.22,8.85,9.24,1.06,0.98,3.74,3.79,12.16,0.14,3.46,3.7
"2240","E84015",20.34,0.2,8.38,8.75,1.03,0.93,3.46,3.54,11.41,0.16,2.26,8.3
"2241","E84017",21.41,0.21,9.08,7.87,1.05,0.95,3.4,3.73,11.46,0.15,3.06,2.36
"2242","E84018",22.86,0.23,8.79,8.78,1.02,0.94,3.51,3.71,11.95,0.14,2.79,1.9
"2243","E84020",22.75,0.23,9.11,8.52,1.13,1.01,3.81,3.78,12.2,0.18,3.71,3.11
"2244","E84021",17.33,0.17,7.69,9.92,0.92,0.88,3.14,3.42,10.44,0.14,2.31,2.84
"2245","E84022",20.11,0.2,8.6,9.15,1.06,0.97,3.53,3.6,11.34,0.11,2.94,5.42
"2246","E84023",17.98,0.18,7.51,11.41,0.94,0.9,3.47,3.51,11.06,0.12,1.56,7.36
"2247","E84024",21.89,0.22,7.94,11.29,0.97,0.95,3.54,3.68,11.49,0.15,2.77,3.34
"2248","E84025",17.25,0.17,6.99,11.96,0.88,0.85,3.23,3.28,10.82,0.08,1.27,4.63
"2249","E84026",21.19,0.21,8.09,9.72,0.94,0.87,3.58,3.6,11.46,0.13,2.1,4.36
"2250","E84028",21.43,0.21,8.48,8.64,0.99,0.9,3.63,3.66,11.11,0.15,1.76,3.49
"2251","E84029",22.48,0.22,9.1,8.57,1.04,0.95,3.92,3.91,11.47,0.15,2.24,5.97
"2252","E84030",21.11,0.21,8.65,8.69,1.01,0.93,3.58,3.67,11.09,0.15,2.33,3.29
"2253","E84031",21.66,0.22,8.53,8.36,0.99,0.9,3.69,3.65,11.12,0.14,1.93,4.95
"2254","E84032",17.47,0.17,8.32,8.69,0.98,0.89,3.39,3.51,10.19,0.11,1.84,6.39
"2255","E84033",17.89,0.18,8.47,8.8,0.99,0.9,3.49,3.59,10.36,0.1,2.15,6.33
"2256","E84036",17.28,0.17,8.38,9.36,0.99,0.93,3.31,3.59,10.24,0.12,1.99,5.41
"2257","E84039",20.93,0.21,8.69,8.65,1.05,0.95,3.54,3.59,11.54,0.13,2.95,5.68
"2258","E84040",21.26,0.21,8.99,9.41,1.07,1,3.72,3.89,11.83,0.1,2.24,2.97
"2259","E84042",18.79,0.19,7.95,11.26,0.96,0.9,3.58,3.55,10.86,0.11,1.55,11.57
"2260","E84044",20.69,0.21,8.49,9.47,1.03,0.96,3.5,3.65,11.59,0.11,2.42,2.85
"2261","E84048",19.79,0.2,8.71,8.6,1.03,0.93,3.44,3.63,11.11,0.12,2.88,3.98
"2262","E84049",21.97,0.22,9.75,8.36,1.16,1.05,3.84,4,11.71,0.19,3.66,4.64
"2263","E84051",19.49,0.19,9.04,7.6,1.02,0.91,3.25,3.61,10.68,0.14,2.4,4.68
"2264","E84053",24.13,0.24,8.43,10.85,1.01,0.98,3.67,3.83,12.22,0.12,3.89,2.76
"2265","E84056",24.28,0.24,8.87,10.83,1.03,0.99,3.86,4.17,13.43,0.18,3.68,4.67
"2266","E84057",20.62,0.21,8.67,9.67,1.02,0.96,3.69,3.81,11.16,0.12,3.01,2.98
"2267","E84058",17.58,0.18,8.55,9.27,1.05,0.97,3.59,3.62,10.61,0.11,2.43,7.98
"2268","E84059",20.79,0.21,9.17,9.02,1.09,1.02,3.64,3.86,11.65,0.13,2.92,4.01
"2269","E84061",23.7,0.24,8.12,10.98,1,0.98,3.47,3.66,11.98,0.17,3.88,4.78
"2270","E84062",18.38,0.18,7.88,9.21,0.97,0.9,3.27,3.36,10.91,0.14,2.62,4.03
